"Genre","Year","Platform","NA_Sales","EU_Sales","JP_Sales","Other_Sales","Unknown_Sales","Total_Sales"
"Action",2001,"XB",0.519999980926514,0.159999996423721,0,0.0199999995529652,"NULL",0.7
"Action",2001,"XB",0.209999993443489,0.0599999986588955,0,0.00999999977648258,"NULL",0.28
"Action",2001,"XB",0.180000007152557,0.0500000007450581,0,0.00999999977648258,"NULL",0.24
"Action",2001,"XB",0.0500000007450581,0.00999999977648258,0,0,"NULL",0.06
"Action",2002,"XB",0.0599999986588955,0.0199999995529652,0,0,"NULL",0.08
"Action",2002,"XB",0.0500000007450581,0.0199999995529652,0,0,"NULL",0.07
"Action",2002,"XB",0.0500000007450581,0.0199999995529652,0,0,"NULL",0.07
"Action",2002,"XB",0.0399999991059303,0.00999999977648258,0.0399999991059303,0,"NULL",0.09
"Action",2002,"XB",0.0599999986588955,0.0199999995529652,0,0,"NULL",0.08
"Action",2002,"XB",0.0399999991059303,0.00999999977648258,0,0,"NULL",0.05
"Action",2002,"XB",0.0299999993294477,0.00999999977648258,0,0,"NULL",0.04
"Action",2002,"XB",0.129999995231628,0.0399999991059303,0.0299999993294477,0.00999999977648258,"NULL",0.21
"Action",2002,"XB",0.140000000596046,0.0399999991059303,0,0.00999999977648258,"NULL",0.19
"Action",2002,"XB",0.129999995231628,0.0399999991059303,0,0.00999999977648258,"NULL",0.18
"Action",2002,"XB",0.109999999403954,0.0299999993294477,0,0.00999999977648258,"NULL",0.15
"Action",2002,"XB",0.100000001490116,0.0299999993294477,0,0,"NULL",0.13
"Action",2002,"XB",0.100000001490116,0.0299999993294477,0,0,"NULL",0.13
"Action",2002,"XB",0.100000001490116,0.0299999993294477,0,0,"NULL",0.13
"Action",2002,"XB",0.0799999982118607,0.0199999995529652,0.0299999993294477,0,"NULL",0.13
"Action",2002,"XB",0.0900000035762787,0.0199999995529652,0,0,"NULL",0.11
"Action",2002,"XB",0.0700000002980232,0.0199999995529652,0,0,"NULL",0.09
"Action",2002,"XB",0.0700000002980232,0.0199999995529652,0,0,"NULL",0.09
"Action",2002,"XB",0.140000000596046,0.0399999991059303,0.0500000007450581,0.00999999977648258,"NULL",0.24
"Action",2002,"XB",0.180000007152557,0.0500000007450581,0,0.00999999977648258,"NULL",0.24
"Action",2002,"XB",0.310000002384186,0.189999997615814,0,0.0299999993294477,"NULL",0.53
"Action",2002,"XB",0.360000014305115,0.109999999403954,0,0.0199999995529652,"NULL",0.49
"Action",2002,"XB",0.280000001192093,0.0799999982118607,0,0.00999999977648258,"NULL",0.37
"Action",2002,"XB",0.270000010728836,0.0799999982118607,0,0.00999999977648258,"NULL",0.36
"Action",2002,"XB",0.449999988079071,0.239999994635582,0,0.0299999993294477,"NULL",0.72
"Action",2002,"XB",1.85000002384186,1.03999996185303,0,0.129999995231628,"NULL",3.02
"Action",2002,"XB",1.53999996185303,0.439999997615814,0.0399999991059303,0.0700000002980232,"NULL",2.09
"Action",2002,"XB",1.07000005245209,0.280000001192093,0,0.0500000007450581,"NULL",1.4
"Action",2003,"XB",0.959999978542328,0.370000004768372,0,0.0500000007450581,"NULL",1.38
"Action",2003,"XB",0.720000028610229,0.430000007152557,0.00999999977648258,0.0399999991059303,"NULL",1.2
"Action",2003,"XB",1.8400000333786,0.560000002384186,0,0.0900000035762787,"NULL",2.49
"Action",2003,"XB",0.479999989271164,0.159999996423721,0,0.0199999995529652,"NULL",0.66
"Action",2003,"XB",0.709999978542328,0.379999995231628,0,0.0500000007450581,"NULL",1.14
"Action",2003,"XB",0.569999992847443,0.330000013113022,0,0.0399999991059303,"NULL",0.94
"Action",2003,"XB",0.219999998807907,0.0599999986588955,0,0.00999999977648258,"NULL",0.29
"Action",2003,"XB",0.25,0.0700000002980232,0,0.00999999977648258,"NULL",0.33
"Action",2003,"XB",0.0799999982118607,0.0199999995529652,0,0,"NULL",0.09999999
"Action",2003,"XB",0.0700000002980232,0.0199999995529652,0,0,"NULL",0.09
"Action",2003,"XB",0.0799999982118607,0.0199999995529652,0,0,"NULL",0.09999999
"Action",2003,"XB",0.0799999982118607,0.0199999995529652,0,0,"NULL",0.09999999
"Action",2003,"XB",0.0900000035762787,0.0299999993294477,0,0,"NULL",0.12
"Action",2003,"XB",0.0900000035762787,0.0199999995529652,0,0,"NULL",0.11
"Action",2003,"XB",0.100000001490116,0.0299999993294477,0,0,"NULL",0.13
"Action",2003,"XB",0.0799999982118607,0.0299999993294477,0.0299999993294477,0,"NULL",0.14
"Action",2003,"XB",0.109999999403954,0.0299999993294477,0,0.00999999977648258,"NULL",0.15
"Action",2003,"XB",0.109999999403954,0.0299999993294477,0,0.00999999977648258,"NULL",0.15
"Action",2003,"XB",0.129999995231628,0.0399999991059303,0,0.00999999977648258,"NULL",0.18
"Action",2003,"XB",0.129999995231628,0.0399999991059303,0,0.00999999977648258,"NULL",0.18
"Action",2003,"XB",0.119999997317791,0.0299999993294477,0,0.00999999977648258,"NULL",0.16
"Action",2003,"XB",0.140000000596046,0.0399999991059303,0,0.00999999977648258,"NULL",0.19
"Action",2003,"XB",0.129999995231628,0.0399999991059303,0,0.00999999977648258,"NULL",0.18
"Action",2003,"XB",0.140000000596046,0.0399999991059303,0,0.00999999977648258,"NULL",0.19
